GROUP,CODE,NAME,YEAR,ANTIGEN,ANTIGEN_DESCRIPTION,COVERAGE_CATEGORY,COVERAGE_CATEGORY_DESCRIPTION,TARGET_NUMBER,DOSES,COVERAGE,REGION,HPV_INT_DOSES
COUNTRIES,AZE,Azerbaijan,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,Not yet introduced
COUNTRIES,BHS,Bahamas,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,2656,431.0,16.0,AMR,
COUNTRIES,BHR,Bahrain,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,,EMR,2 doses (6 months)
COUNTRIES,BGD,Bangladesh,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,7854289,1494423.0,19.0,SEAR,1 dose
COUNTRIES,BRB,Barbados,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,1646,782.0,48.0,AMR,1 dose
COUNTRIES,BLR,Belarus,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,2 doses (6 months)
COUNTRIES,BEL,Belgium,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,80.0,EUR,2 doses (6 months)
COUNTRIES,BLZ,Belize,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,3615,1817.0,50.0,AMR,1 dose
COUNTRIES,BTN,Bhutan,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,6160,5601.0,91.0,SEAR,1 dose
COUNTRIES,BOL,Bolivia,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,119984,82002.0,68.0,AMR,1 dose
COUNTRIES,BIH,Bosnia and Herzegovina,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,15428,875.0,6.0,EUR,2 doses (6 months)
COUNTRIES,BWA,Botswana,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,49160,37208.0,76.0,AFR,2 doses (6 months)
COUNTRIES,BRA,Brazil,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,1426299,1122935.0,79.0,AMR,1 dose
COUNTRIES,BRN,Brunei,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,2994,2747.0,92.0,WPR,2 doses (6 months)
COUNTRIES,BGR,Bulgaria,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,34896,2017.0,6.0,EUR,2 doses (6 months)
COUNTRIES,BFA,Burkina Faso,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,323281,311894.0,96.0,AFR,1 dose
COUNTRIES,CPV,Cabo Verde,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,4790,4896.0,99.0,AFR,1 dose
COUNTRIES,KHM,Cambodia,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,167203,145742.0,87.0,WPR,1 dose
COUNTRIES,CMR,Cameroon,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,368931,249498.0,68.0,AFR,1 dose
COUNTRIES,CAN,Canada,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,86.0,AMR,1 dose
COUNTRIES,CHL,Chile,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,121550,106546.0,88.0,AMR,1 dose
COUNTRIES,COL,Colombia,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,350634,187370.0,53.0,AMR,1 dose
COUNTRIES,COK,Cook Islands,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,133,122.0,92.0,WPR,2 doses (6 months)
COUNTRIES,CRI,Costa Rica,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,34390,27041.0,79.0,AMR,2 doses (6 months)
COUNTRIES,CIV,Ivory Coast,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,585642,429638.0,73.0,AFR,1 dose
COUNTRIES,HRV,Croatia,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,20788,9964.0,48.0,EUR,2 doses (6 months)
COUNTRIES,CYP,Cyprus,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,4761,3636.0,76.0,EUR,2 doses (6 months)
COUNTRIES,CZE,Czech Republic,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,58528,40880.0,70.0,EUR,2 doses (6 months)
COUNTRIES,DNK,Denmark,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,33032,29641.0,90.0,EUR,2 doses (6 months)
COUNTRIES,DMA,Dominica,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,428,298.0,70.0,AMR,1 dose
COUNTRIES,DOM,Dominican Republic,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,100429,41873.0,42.0,AMR,1 dose
COUNTRIES,ECU,Ecuador,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,148522,119166.0,80.0,AMR,1 dose
COUNTRIES,SLV,El Salvador,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,72719,54996.0,76.0,AMR,1 dose
COUNTRIES,ERI,Eritrea,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,84012,28248.0,34.0,AFR,2 doses (6 months)
COUNTRIES,EST,Estonia,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,7662,4456.0,58.0,EUR,1 dose
COUNTRIES,SWZ,Eswatini,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,80742,49448.0,61.0,AFR,1 dose
COUNTRIES,ETH,Ethiopia,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,1469398,881639.0,60.0,AFR,1 dose
COUNTRIES,FJI,Fiji,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,8396,7432.0,89.0,WPR,2 doses (6 months)
COUNTRIES,FIN,Finland,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,77.0,EUR,2 doses (6 months)
COUNTRIES,FRA,France,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,55.0,EUR,2 doses (6 months)
COUNTRIES,GMB,Gambia,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,167146,40123.0,24.0,AFR,1 dose
COUNTRIES,GEO,Georgia,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,26546,15432.0,58.0,EUR,2 doses (6 months)
COUNTRIES,DEU,Germany,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,68.0,EUR,2 doses (6 months)
COUNTRIES,GRC,Greece,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,,EUR,2 doses (6 months)
COUNTRIES,GRD,Grenada,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,817,11.0,1.0,AMR,1 dose
COUNTRIES,GTM,Guatemala,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,194440,92885.0,48.0,AMR,1 dose
COUNTRIES,GUY,Guyana,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,33076,13264.0,40.0,AMR,1 dose
COUNTRIES,HND,Honduras,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,104524,77664.0,74.0,AMR,1 dose
COUNTRIES,HUN,Hungary,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,44218,33651.0,76.0,EUR,2 doses (6 months)
COUNTRIES,ISL,Iceland,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,2617,2356.0,90.0,EUR,2 doses (6 months)
COUNTRIES,IDN,Indonesia,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,2421177,1937802.0,80.0,WPR,1 dose
COUNTRIES,IRL,Ireland,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,36313,29478.0,81.0,EUR,1 dose
COUNTRIES,ISR,Israel,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,78344,40133.0,51.0,EUR,2 doses (6 months)
COUNTRIES,ISR,Israel,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,78344,40133.0,51.0,EMR,2 doses (6 months)
COUNTRIES,ITA,Italy,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,266599,167181.0,63.0,EUR,2 doses (6 months)
COUNTRIES,JAM,Jamaica,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,19693,767.0,4.0,AMR,1 dose
COUNTRIES,JPN,Japan,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,531779,75641.0,14.0,WPR,2 doses (6 months)
COUNTRIES,KAZ,Kazakhstan,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,2 doses (6 months)
COUNTRIES,KEN,Kenya,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,1605287,990835.0,62.0,AFR,1 dose
COUNTRIES,KIR,Kiribati,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,8892,4849.0,55.0,WPR,1 dose
COUNTRIES,KWT,Kuwait,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,,EMR,2 doses (6 months)
COUNTRIES,KGZ,Kyrgyzstan,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,72014,50707.0,70.0,EUR,1 dose
COUNTRIES,LAO,Laos,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,143295,84986.0,59.0,WPR,1 dose
COUNTRIES,LVA,Latvia,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,9391,5708.0,61.0,EUR,2 doses (6 months)
COUNTRIES,LSO,Lesotho,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,81295,47409.0,58.0,AFR,2 doses (6 months)
COUNTRIES,LBR,Liberia,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,71171,55899.0,79.0,AFR,1 dose
COUNTRIES,LBY,Libya,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,123811,47953.0,39.0,EMR,
COUNTRIES,LTU,Lithuania,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,14200,7754.0,55.0,EUR,2 doses (6 months)
COUNTRIES,LUX,Luxembourg,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,87.0,EUR,2 doses (6 months)
COUNTRIES,MWI,Malawi,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,285261,192614.0,68.0,AFR,1 dose
COUNTRIES,MYS,Malaysia,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,264515,160139.0,61.0,WPR,1 dose
COUNTRIES,MDV,Maldives,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,3583,2137.0,60.0,SEAR,1 dose
COUNTRIES,MLI,Mali,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AFR,1 dose
COUNTRIES,MLT,Malta,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,2313,1777.0,77.0,EUR,2 doses (6 months)
COUNTRIES,MHL,Marshall Islands,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,559,268.0,48.0,WPR,2 doses (6 months)
COUNTRIES,MRT,Mauritania,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,67903,10949.0,16.0,AFR,1 dose
COUNTRIES,MUS,Mauritius,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,6391,3823.0,60.0,AFR,2 doses (6 months)
COUNTRIES,MEX,Mexico,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,3325078,2720014.0,82.0,AMR,1 dose
COUNTRIES,FSM,Micronesia,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,5912,4138.0,70.0,WPR,2 doses (6 months)
COUNTRIES,MCO,Monaco,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,,EUR,2 doses (6 months)
COUNTRIES,MNG,Mongolia,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,WPR,1 dose
COUNTRIES,MNE,Montenegro,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,22339,3991.0,18.0,EUR,1 dose
COUNTRIES,MAR,Morocco,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,,EMR,1 dose
COUNTRIES,MOZ,Mozambique,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,472743,323162.0,68.0,AFR,1 dose
COUNTRIES,MMR,Myanmar,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,1280029,967584.0,76.0,SEAR,1 dose
COUNTRIES,NRU,Nauru,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,,WPR,2 doses (6 months)
COUNTRIES,NLD,Netherlands,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,60.0,EUR,2 doses (6 months)
COUNTRIES,NZL,New Zealand,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,32999,22982.0,70.0,WPR,2 doses (6 months)
COUNTRIES,NGA,Nigeria,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,17442568,4631159.0,27.0,AFR,1 dose
COUNTRIES,NIU,Niue,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,19,19.0,99.0,WPR,2 doses (6 months)
COUNTRIES,MKD,North Macedonia,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,10698,5179.0,48.0,EUR,2 doses (6 months)
COUNTRIES,NOR,Norway,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,32132,29507.0,92.0,EUR,2 doses (6 months)
COUNTRIES,PLW,Palau,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,58.0,WPR,2 doses (6 months)
COUNTRIES,PAN,Panama,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,37703,32048.0,85.0,AMR,2 doses (6 months)
COUNTRIES,PRY,Paraguay,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,62461,27488.0,44.0,AMR,1 dose
COUNTRIES,PER,Peru,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,273321,166145.0,61.0,AMR,1 dose
COUNTRIES,PHL,Philippines,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,1139235,292633.0,26.0,WPR,2 doses (6 months)
COUNTRIES,POL,Poland,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,620218,99602.0,16.0,EUR,2 doses (6 months)
COUNTRIES,PRT,Portugal,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,93.0,EUR,2 doses (6 months)
COUNTRIES,QAT,Qatar,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,,EMR,2 doses (6 months)
COUNTRIES,KOR,South Korea,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,218482,199402.0,91.0,WPR,2 doses (6 months)
COUNTRIES,MDA,Moldova,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,21607,11212.0,52.0,EUR,2 doses (6 months)
COUNTRIES,ROU,Romania,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,109071,25333.0,23.0,EUR,2 doses (6 months)
COUNTRIES,RUS,Russia,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,Not yet introduced
COUNTRIES,RWA,Rwanda,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,160283,129083.0,81.0,AFR,1 dose
COUNTRIES,KNA,Saint Kitts and Nevis,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,379,244.0,64.0,AMR,1 dose
COUNTRIES,LCA,Saint Lucia,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,1032,844.0,82.0,AMR,1 dose
COUNTRIES,VCT,Saint Vincent and the Grenadines,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,,AMR,1 dose
COUNTRIES,WSM,Samoa,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,2412,2101.0,87.0,WPR,1 dose
COUNTRIES,SMR,San Marino,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,58.0,EUR,2 doses (6 months)
COUNTRIES,STP,São Tomé and Príncipe,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,3017,2289.0,76.0,AFR,1 dose
COUNTRIES,SAU,Saudi Arabia,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,,EMR,2 doses (12 months)
COUNTRIES,SEN,Senegal,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,217733,126285.0,58.0,AFR,2 doses (6 months)
COUNTRIES,SRB,Serbia,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,192003,4582.0,2.0,EUR,2 doses (6 months)
COUNTRIES,SYC,Seychelles,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,830,670.0,81.0,AFR,2 doses (6 months)
COUNTRIES,SLE,Sierra Leone,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,104305,25033.0,24.0,AFR,1 dose
COUNTRIES,SGP,Singapore,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,22101,15939.0,72.0,WPR,2 doses (6 months)
COUNTRIES,SVK,Slovakia,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,44.0,EUR,2 doses (6 months)
COUNTRIES,SVN,Slovenia,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,45.0,EUR,2 doses (6 months)
COUNTRIES,SLB,Solomon Islands,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,9712,6278.0,65.0,WPR,1 dose
COUNTRIES,ZAF,South Africa,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,517793,399020.0,77.0,AFR,1 dose
COUNTRIES,ESP,Spain,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,237741,211521.0,89.0,EUR,1 dose
COUNTRIES,LKA,Sri Lanka,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,174800,53840.0,31.0,SEAR,2 doses (6 months)
COUNTRIES,SUR,Suriname,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,,AMR,1 dose
COUNTRIES,SWE,Sweden,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,92.0,EUR,2 doses (6 months)
COUNTRIES,CHE,Switzerland,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,77.0,EUR,2 doses (6 months)
COUNTRIES,TJK,Tajikistan,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,1 dose
COUNTRIES,THA,Thailand,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,791856,371319.0,47.0,SEAR,1 dose
COUNTRIES,TLS,Timor-Leste,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,SEAR,1 dose
COUNTRIES,TGO,Togo,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,679292,304457.0,45.0,AFR,1 dose
COUNTRIES,TON,Tonga,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,6196,1529.0,25.0,WPR,1 dose
COUNTRIES,TTO,Trinidad and Tobago,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,9329,3168.0,34.0,AMR,2 doses (6 months)
COUNTRIES,TUR,Turkey,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,Not yet introduced
COUNTRIES,TKM,Turkmenistan,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,78505,77526.0,99.0,EUR,1 dose
COUNTRIES,TUV,Tuvalu,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,108,91.0,84.0,WPR,1 dose
COUNTRIES,UGA,Uganda,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,700823,693815.0,99.0,AFR,1 dose
COUNTRIES,UKR,Ukraine,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,Not yet introduced
COUNTRIES,ARE,United Arab Emirates,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,50586,18910.0,37.0,EMR,2 doses (6 months)
COUNTRIES,GBR,United Kingdom,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,399743,306458.0,77.0,EUR,1 dose
COUNTRIES,TZA,Tanzania,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,854187,966841.0,99.0,AFR,1 dose
COUNTRIES,USA,the United States of America,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,74.0,AMR,1 dose
COUNTRIES,URY,Uruguay,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,67.0,AMR,2 doses (6 months)
COUNTRIES,UZB,Uzbekistan,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,329873,305143.0,93.0,EUR,1 dose
COUNTRIES,VUT,Vanuatu,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,3971,1801.0,45.0,WPR,1 dose
COUNTRIES,ZMB,Zambia,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,1614488,911139.0,56.0,AFR,1 dose
