GROUP	CODE	NAME	YEAR	ANTIGEN	ANTIGEN_DESCRIPTION	COVERAGE_CATEGORY	COVERAGE_CATEGORY_DESCRIPTION	TARGET_NUMBER	DOSES	COVERAGE
COUNTRIES	QAT	Qatar	2024	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates	13143	35	0
COUNTRIES	KOR	Republic of Korea	2024	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates	226523	157268	69
COUNTRIES	KOR	Republic of Korea	2024	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			
COUNTRIES	MDA	Republic of Moldova	2024	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates	22418	9425	42
COUNTRIES	MDA	Republic of Moldova	2024	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			
COUNTRIES	ROU	Romania	2024	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates	107282	18226	17
COUNTRIES	ROU	Romania	2024	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates	425404	3266	1
COUNTRIES	RUS	Russian Federation	2024	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates			
COUNTRIES	RUS	Russian Federation	2024	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			
COUNTRIES	RWA	Rwanda	2024	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates	162876	111678	69
COUNTRIES	RWA	Rwanda	2024	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			
COUNTRIES	KNA	Saint Kitts and Nevis	2024	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates			78
COUNTRIES	KNA	Saint Kitts and Nevis	2024	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			79
COUNTRIES	LCA	Saint Lucia	2024	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates	1042	741	71
COUNTRIES	LCA	Saint Lucia	2024	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates	1069	796	74
COUNTRIES	VCT	Saint Vincent and the Grenadines	2024	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates	792	66	8
COUNTRIES	VCT	Saint Vincent and the Grenadines	2024	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			
COUNTRIES	WSM	Samoa	2024	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates	10824	6875	64
COUNTRIES	WSM	Samoa	2024	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			
COUNTRIES	SMR	San Marino	2024	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates			56
COUNTRIES	SMR	San Marino	2024	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			31
COUNTRIES	STP	Sao Tome and Principe	2024	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates	2995	2248	75
COUNTRIES	STP	Sao Tome and Principe	2024	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			
COUNTRIES	SAU	Saudi Arabia	2024	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates			
COUNTRIES	SAU	Saudi Arabia	2024	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			
COUNTRIES	SEN	Senegal	2024	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates	218296	110576	51
COUNTRIES	SEN	Senegal	2024	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			
COUNTRIES	SRB	Serbia	2024	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates			4
COUNTRIES	SRB	Serbia	2024	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			2
COUNTRIES	SYC	Seychelles	2024	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates	829	193	23
COUNTRIES	SYC	Seychelles	2024	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			
COUNTRIES	SLE	Sierra Leone	2024	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates	208562	127223	61
COUNTRIES	SLE	Sierra Leone	2024	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			
COUNTRIES	SGP	Singapore	2024	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates	22180	15444	70
COUNTRIES	SGP	Singapore	2024	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			
COUNTRIES	SVK	Slovakia	2024	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates	29859	7189	24
COUNTRIES	SVK	Slovakia	2024	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates	30927	3835	12
COUNTRIES	SVN	Slovenia	2024	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates	11131	4811	43
COUNTRIES	SVN	Slovenia	2024	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates	11700	2873	25
COUNTRIES	SLB	Solomon Islands	2024	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates	9820	7638	78
COUNTRIES	SLB	Solomon Islands	2024	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			
COUNTRIES	ZAF	South Africa	2024	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates			79
COUNTRIES	ZAF	South Africa	2024	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			
COUNTRIES	ESP	Spain	2024	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates			90
COUNTRIES	ESP	Spain	2024	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			83
COUNTRIES	LKA	Sri Lanka	2024	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates	522476	64176	12
COUNTRIES	LKA	Sri Lanka	2024	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			
COUNTRIES	SUR	Suriname	2024	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates			13
COUNTRIES	SUR	Suriname	2024	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			13
COUNTRIES	SWE	Sweden	2024	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates			87
COUNTRIES	SWE	Sweden	2024	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			82
COUNTRIES	CHE	Switzerland	2024	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates			70
COUNTRIES	CHE	Switzerland	2024	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			59
COUNTRIES	TJK	Tajikistan	2024	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates			
COUNTRIES	TJK	Tajikistan	2024	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			
COUNTRIES	THA	Thailand	2024	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates	752180	270468	36
COUNTRIES	THA	Thailand	2024	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			
COUNTRIES	TLS	Timor-Leste	2024	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates	61374	60760	99
COUNTRIES	TLS	Timor-Leste	2024	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			
COUNTRIES	TGO	Togo	2024	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates	119083	42724	36
COUNTRIES	TGO	Togo	2024	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			
COUNTRIES	TON	Tonga	2024	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates	4306	2889	67
COUNTRIES	TON	Tonga	2024	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			
COUNTRIES	TTO	Trinidad and Tobago	2024	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates	9272	1480	16
COUNTRIES	TTO	Trinidad and Tobago	2024	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates	9603	463	5
COUNTRIES	TUR	Türkiye	2024	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates			
COUNTRIES	TUR	Türkiye	2024	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			
COUNTRIES	TKM	Turkmenistan	2024	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates	78542	77988	99
COUNTRIES	TKM	Turkmenistan	2024	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates	81318	80744	99
COUNTRIES	TUV	Tuvalu	2024	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates	105	74	70
COUNTRIES	TUV	Tuvalu	2024	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			
COUNTRIES	UGA	Uganda	2024	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates	1331840	1266393	95
COUNTRIES	UGA	Uganda	2024	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			
COUNTRIES	UKR	Ukraine	2024	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates			
COUNTRIES	UKR	Ukraine	2024	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			
COUNTRIES	ARE	United Arab Emirates	2024	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates	54140	24871	46
COUNTRIES	ARE	United Arab Emirates	2024	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			
COUNTRIES	GBR	United Kingdom of Great Britain and Northern Ireland	2024	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates			75
COUNTRIES	GBR	United Kingdom of Great Britain and Northern Ireland	2024	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			70
COUNTRIES	TZA	United Republic of Tanzania	2024	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates	5845290	5478116	94
COUNTRIES	TZA	United Republic of Tanzania	2024	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			
COUNTRIES	USA	United States of America	2024	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates			52
COUNTRIES	USA	United States of America	2024	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			46
COUNTRIES	URY	Uruguay	2024	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates	22502	12152	54
COUNTRIES	URY	Uruguay	2024	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates	23507	9776	42
COUNTRIES	UZB	Uzbekistan	2024	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates	402723	401949	99
COUNTRIES	UZB	Uzbekistan	2024	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			
COUNTRIES	VUT	Vanuatu	2024	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates	19076	8198	43
COUNTRIES	VUT	Vanuatu	2024	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			
COUNTRIES	ZMB	Zambia	2024	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates	283312	170435	60
COUNTRIES	ZMB	Zambia	2024	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			
COUNTRIES	ZWE	Zimbabwe	2024	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates	230488	116474	51
COUNTRIES	ZWE	Zimbabwe	2024	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			
COUNTRIES	ALB	Albania	2023	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates			41
COUNTRIES	ALB	Albania	2023	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			
COUNTRIES	AND	Andorra	2023	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates			85
COUNTRIES	AND	Andorra	2023	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			
COUNTRIES	ATG	Antigua and Barbuda	2023	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates	3629	17	1
COUNTRIES	ATG	Antigua and Barbuda	2023	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates	3736	8	0
COUNTRIES	ARG	Argentina	2023	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates	356756	127717	36
COUNTRIES	ARG	Argentina	2023	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates	373961	107807	29
COUNTRIES	ARM	Armenia	2023	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates	19219	4097	21
COUNTRIES	ARM	Armenia	2023	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			
COUNTRIES	AUS	Australia	2023	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates			71
COUNTRIES	AUS	Australia	2023	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			64
COUNTRIES	AUT	Austria	2023	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates			33
COUNTRIES	AUT	Austria	2023	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			25
COUNTRIES	AZE	Azerbaijan	2023	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates			
COUNTRIES	AZE	Azerbaijan	2023	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			
COUNTRIES	BHS	Bahamas	2023	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates	2656	76	3
COUNTRIES	BHS	Bahamas	2023	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates	2711	74	3
COUNTRIES	BHR	Bahrain	2023	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates			
COUNTRIES	BHR	Bahrain	2023	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			
COUNTRIES	BGD	Bangladesh	2023	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates	7854289	1494423	19
COUNTRIES	BGD	Bangladesh	2023	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			
COUNTRIES	BRB	Barbados	2023	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates			48
COUNTRIES	BRB	Barbados	2023	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			46
COUNTRIES	BLR	Belarus	2023	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates			
COUNTRIES	BLR	Belarus	2023	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			
COUNTRIES	BEL	Belgium	2023	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates			72
COUNTRIES	BEL	Belgium	2023	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			65
COUNTRIES	BLZ	Belize	2023	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates	3615	1817	50
COUNTRIES	BLZ	Belize	2023	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates	3785	1417	37
COUNTRIES	BTN	Bhutan	2023	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates	6160	5459	89
COUNTRIES	BTN	Bhutan	2023	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates	6822	5286	77
COUNTRIES	BOL	Bolivia (Plurinational State of)	2023	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates	119984	82002	68
COUNTRIES	BOL	Bolivia (Plurinational State of)	2023	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			
COUNTRIES	BIH	Bosnia and Herzegovina	2023	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates	15428	803	5
COUNTRIES	BIH	Bosnia and Herzegovina	2023	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			
COUNTRIES	BWA	Botswana	2023	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates			
COUNTRIES	BWA	Botswana	2023	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			
COUNTRIES	BRA	Brazil	2023	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates	1426299	1074658	75
COUNTRIES	BRA	Brazil	2023	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates	1483612	720894	49
COUNTRIES	BRN	Brunei Darussalam	2023	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates	2994	2664	89
COUNTRIES	BRN	Brunei Darussalam	2023	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			
COUNTRIES	BGR	Bulgaria	2023	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates	34896	1557	4
COUNTRIES	BGR	Bulgaria	2023	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			
COUNTRIES	BFA	Burkina Faso	2023	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates	323281	311894	96
COUNTRIES	BFA	Burkina Faso	2023	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			
COUNTRIES	CPV	Cabo Verde	2023	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates	4790	4742	99
COUNTRIES	CPV	Cabo Verde	2023	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates	5098	5000	98
COUNTRIES	KHM	Cambodia	2023	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates	167203	145742	87
COUNTRIES	KHM	Cambodia	2023	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			
COUNTRIES	CMR	Cameroon	2023	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates	368931	249498	68
COUNTRIES	CMR	Cameroon	2023	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates	373798	112614	30
COUNTRIES	CAN	Canada	2023	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates			86
COUNTRIES	CAN	Canada	2023	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			81
COUNTRIES	CHL	Chile	2023	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates	121299	99838	82
COUNTRIES	CHL	Chile	2023	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates	125945	99261	79
COUNTRIES	COL	Colombia	2023	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates			53
COUNTRIES	COL	Colombia	2023	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			16
COUNTRIES	COK	Cook Islands	2023	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates	133	65	49
COUNTRIES	COK	Cook Islands	2023	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			
COUNTRIES	CRI	Costa Rica	2023	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates	34390	19104	56
COUNTRIES	CRI	Costa Rica	2023	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			
COUNTRIES	CIV	Côte d'Ivoire	2023	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates	585642	429638	73
COUNTRIES	CIV	Côte d'Ivoire	2023	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			
COUNTRIES	HRV	Croatia	2023	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates			48
COUNTRIES	HRV	Croatia	2023	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			32
COUNTRIES	CYP	Cyprus	2023	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates	4761	4359	92
COUNTRIES	CYP	Cyprus	2023	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates	4992	3949	79
COUNTRIES	CZE	Czechia	2023	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates			70
COUNTRIES	CZE	Czechia	2023	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates			43
COUNTRIES	DNK	Denmark	2023	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates	33032	26365	80
COUNTRIES	DNK	Denmark	2023	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates	34775	26536	76
COUNTRIES	DMA	Dominica	2023	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates	428	298	70
COUNTRIES	DMA	Dominica	2023	PRHPVC_M	HPV Vaccination program coverage, last dose, males	HPV	HPV Estimates	434	310	71
COUNTRIES	DOM	Dominican Republic	2023	PRHPVC_F	HPV Vaccination program coverage, last dose, females	HPV	HPV Estimates			42
